0,15700,31400,47100,62800,78500,94200,109900,125600,141300,157000,172700,188400,204100,219800,235500,251200,266900,282600,298300,314000,329700,345400,361100,376800,392500,408200,423900,439600,455300,471000,486700,502400,518100,533800,549500,565200,580900,596600,612300,628000,643700,659400,675100,690800,706500,722200,737900,753600,769300,785000,800700,816400,832100,847800,863500,879200,894900,910600,926300,942000,957700,973400,989100,1004800,1020500,1036200,1051900,1067600,1083300,1099000,1114700,1130400,1146100,1161800,1177500,1193200,1208900,1224600,1240300,1256000,1271700,1287400,1303100,1318800,1334500,1350200,1365900,1381600,1397300,1413000,1428700,1444400,1460100,1475800,1491500,1507200,1522900,1538600,1554300,1570000
0.31,0,5934.13422062333,5438.21460831582,5353.43020389487,5315.48929814119,5292.25549899861,5276.11371470035,5264.12953957862,5254.84949447744,5247.44509474047,5241.40097143871,5236.37681625756,5232.1377821002,5228.51613895343,5225.38874947782,5222.66309578935,5220.26829812233,5218.14912968829,5216.26193099172,5214.57172511274,5213.0501704701,5211.67406626165,5210.4242309143,5209.28468231133,5208.24199366613,5207.28480562832,5206.4034459916,5205.58963011692,5204.83622108187,5204.13703815569,5203.48670184997,5202.88051462339,5202.31434970865,5201.78457300715,5201.28796614791,5200.8216780251,5200.38316744943,5199.97016132283,5199.58062709149,5199.21273717279,5198.86484612495,5198.53546519823,5198.22324936771,5197.92697767135,5197.64553984725,5197.3779225074,5197.12320234185,5196.880533213,5196.64914197702,5196.42831620982,5196.21740182397,5196.01579606764,5195.82294336734,5195.63833066608,5195.46148160653,5195.29195643424,5195.12934670396,5194.97327335523,5194.82338191237,5194.67934502275,5194.54085607519,5194.40762810216,5194.27939447735,5194.15590516995,5194.03692585566,5193.92223749949,5193.81163311209,5193.70492134048,5193.60191862335,5193.50245519965,5193.40636971108,5193.31350994632,5193.22373453129,5193.13690689689,5193.05290100636,5192.97159499058,5192.89287614671,5192.81663535962,5192.74277203875,5192.67118839594,5192.60179244156,5192.53449795296,5192.4692212869,5192.40588433131,5192.34441198657,5192.28473381179,5192.22678153459,5192.170490916,5192.11580023767,5192.06265185628,5192.01098907051,5191.96075875617,5191.91191027895,5191.86439475147,5191.81816614391,5191.77318001086,5191.72939349827,5191.68676629205,5191.64525944662,5191.60483571077
0.62,0,5591.88939551087,5315.76989154897,5273.39509387786,5254.56119528265,5242.95880654754,5234.85893821464,5228.82748156195,5224.14903034896,5220.4127205384,5217.36145399671,5214.82471884936,5212.68447426923,5210.85623343192,5209.27786679451,5207.90264333355,5206.69473523366,5205.62621084445,5204.67498332272,5203.82334902021,5203.05696553958,5202.36408822413,5201.73501138537,5201.16164604555,5200.63719658015,5200.15591615415,5199.71291292647,5199.3039940682,5198.92555102131,5198.57445844503,5198.24799716388,5197.9437930313,5197.65975967089,5197.39406070513,5197.14507321716,5196.9113534113,5196.69161998023,5196.48472640643,5196.28964547677,5196.10545508655,5195.93132488526,5195.76650453409,5195.61031511657,5195.46214120149,5195.32142280531,5195.18764974771,5195.06035626063,5194.93911631001,5194.82353961031,5194.71326825143,5194.60797226423,5194.50734869519,5194.41111728904,5194.31901990623,5194.23081720501,5194.14628773789,5194.06522586611,5193.98744083778,5193.91275489713,5193.84100277292,5193.77203076699,5193.70569464102,5193.64186011361,5193.58040169014,5193.52120156223,5193.46414970216,5193.4091423927,5193.35608311645,5193.30487989976,5193.25544759959,5193.20770516785,5193.16157632994,5193.11698945553,5193.07387695569,5193.03217479083,5192.9918225495,5192.95276307741,5192.91494257671,5192.87830921147,5192.8428147241,5192.80841344706,5192.77506106097,5192.74271668326,5192.71134061216,5192.68089541564,5192.65134547383,5192.62265683768,5192.59479758542,5192.56773658516,5192.54144460519,5192.51589367806,5192.49105711449,5192.46690967797,5192.44342680156,5192.4205855248,5192.39836311406,5192.37673881768,5192.35569226861,5192.33520361483,5192.31525463877
0.93,0,5467.04147325282,5274.9276933831,5246.65246886763,5234.1251491397,5226.39326054208,5220.98681225904,5216.95700353199,5213.82941669991,5211.33089915437,5209.29018391858,5207.5935134226,5206.16205380471,5204.93934023687,5203.88382705459,5202.96425468211,5202.15664772244,5201.44231795761,5200.80647570811,5200.23727616787,5199.72511672136,5199.26213685514,5198.84183987121,5198.45880847601,5198.1084974379,5197.78705895525,5197.49121790011,5197.21816980253,5196.96549971827,5196.73111552909,5196.51319830634,5196.31015921732,5196.12060335584,5195.9433015039,5195.7771668653,5195.62123583034,5195.47465045099,5195.33664387477,5195.20652896666,5195.08369001015,5194.96757058779,5194.85766976372,5194.75353367918,5194.65475042462,5194.56094626883,5194.47177948388,5194.38693894311,5194.30614057807,5194.22912285157,5194.15564643176,5194.0854914941,5194.01845517881,5193.95435051693,5193.89300463663,5193.83425804758,5193.77796240983,5193.72398058682,5193.67218529901,5193.62245749631,5193.57468724061,5193.52877134233,5193.48461363416,5193.44212487351,5193.40122068273,5193.36182284102,5193.32385755128,5193.28725594339,5193.25195315141,5193.21788819706,5193.18500374918,5193.15324590874,5193.12256413718,5193.09291012491,5193.06423907781,5193.0365080247,5193.00967671769,5192.98370734024,5192.95856321992,5192.93421059621,5192.91061705699,5192.88775164237,5192.86558549747,5192.84409064009,5192.8232411935,5192.80301188593,5192.78337902501,5192.76431997307,5192.74581322995,5192.72783838873,5192.7103756593,5192.69340664925,5192.67691340474,5192.66087896595,5192.64528717612,5192.63012250788,5192.61537016147,5192.60101596095,5192.58704633821,5192.57344831201,5192.56020954284
1.24,0,5401.89200965311,5254.48880681283,5233.26836014059,5223.88331202157,5218.08549372017,5214.02818723544,5211.00250127947,5208.65356618875,5206.77680075472,5205.24380395131,5203.96922779888,5202.89389330962,5201.9753987183,5201.18253682967,5200.49182259669,5199.88524240736,5199.34875145364,5198.87123775808,5198.44379710179,5198.05921615742,5197.71158437923,5197.39602007689,5197.10845344246,5196.84546692251,5196.60417010655,5196.38210163359,5196.17715397815,5195.98751207083,5195.81160476768,5195.64806483605,5195.49569869976,5195.35345777766,5195.22041914102,5195.09576639281,5194.97877561126,5194.86880170863,5194.76526873603,5194.66766136605,5194.57551598227,5194.48841536302,5194.40598346528,5194.32787875781,5194.25379238588,5194.18344314741,5194.11657467908,5194.05295379413,5193.99236637432,5193.93461657904,5193.87952458659,5193.82692511225,5193.77666609447,5193.72860698997,5193.68261825332,5193.63857956359,5193.59638034688,5193.55591701438,5193.51709432423,5193.47982287848,5193.44401989586,5193.40960819318,5193.37651572646,5193.34467496863,5193.31402316386,5193.2845011646,5193.25605389459,5193.22862942314,5193.20217925886,5193.17665733303,5193.15202101616,5193.12822980632,5193.1052454254,5193.08303194883,5193.06155560542,5193.04078434186,5193.02068778194,5193.00123729474,5192.98240595329,5192.96416801539,5192.94649929427,5192.92937649441,5192.91277800882,5192.89668299074,5192.88107169758,5192.86592543017,5192.85122635978,5192.83695746118,5192.82310265542,5192.80964647352,5192.79657433686,5192.7838721991,5192.77152675156,5192.75952525515,5192.74785558742,5192.73650602153,5192.72546553207,5192.71472340604,5192.7042695633,5192.69409427017,5192.68418812808
1.55,0,5361.81847959888,5242.21795661632,5225.23367251717,5217.73056830622,5213.09283193744,5209.84579462738,5207.4236414,5205.54293190405,5204.04013562217,5202.8125562928,5201.79189775468,5200.93079486747,5200.1952977723,5199.56041813499,5199.0073500316,5198.52166583536,5198.0921165265,5197.7098023026,5197.36759133418,5197.05970398869,5196.78140869752,5196.52879362043,5196.29860006577,5196.08808997744,5195.89494827601,5195.71720373905,5195.55316864375,5195.40138868987,5195.26060612894,5195.12972578024,5195.00779122348,5194.89396343394,5194.78750325292,5194.68775651551,5194.59414331903,5194.5061478833,5194.42330880151,5194.34521269475,5194.27148899686,5194.20180389859,5194.13585525194,5194.07337063928,5194.01410222732,5193.95782517061,5193.9043339523,5193.85344190602,5193.80497780598,5193.75878467148,5193.71471872054,5193.67264744788,5193.63244919844,5193.59401136437,5193.55723047602,5193.52201004769,5193.48826153578,5193.45590233025,5193.42485563702,5193.39505033825,5193.36642007417,5193.3389030524,5193.31244156616,5193.28698166937,5193.26247295696,5193.23886826554,5193.21612336811,5193.19419681435,5193.17304964983,5193.1526452067,5193.13294928872,5193.11392939399,5193.09555497181,5193.0777973692,5193.06062933707,5193.04402532138,5193.02796108736,5193.01241370604,5192.99736154851,5192.9827841404,5192.96866189156,5192.95497641558,5192.94171032341,5192.9288468926,5192.91637040531,5192.90426579601,5192.89251887507,5192.88111606123,5192.87004436914,5192.85929155529,5192.84884588324,5192.83869608667,5192.82883164918,5192.81924214915,5192.80991808007,5192.80084998292,5192.79202906029,5192.78344679583,5192.77509505096,5192.76696599177,5192.7590522211
1.86,0,5334.66431025992,5234.03382578763,5219.87542316877,5213.62555212515,5209.76105205849,5207.05452376994,5205.03517085212,5203.46704386049,5202.2139436568,5201.19030292263,5200.33920021239,5199.62114925289,5199.00784511449,5198.4784512764,5198.01728525736,5197.61231514741,5197.25415902326,5196.93539519288,5196.65007570415,5196.39338023567,5196.16136153681,5195.95075873313,5195.75885271012,5195.58336065663,5195.4223514866,5195.27418133522,5195.13744263131,5195.01092264959,5194.89357231318,5194.78447851041,5194.68284353385,5194.58796772146,5194.4992345301,5194.41609886567,5194.33807696587,5194.26473834833,5194.19569843903,5194.13061312141,5194.06917287593,5194.01109910652,5193.95614063017,5193.90406961836,5193.85467980582,5193.80778338564,5193.76320957886,5193.72080230942,5193.68041891517,5193.64192844065,5193.60521102518,5193.57015639778,5193.53666278382,5193.5046367984,5193.47399156744,5193.44464723325,5193.41652961599,5193.38956982901,5193.36370421016,5193.33887311277,5193.31502131144,5193.2920973993,5193.27005316231,5193.24884361464,5193.22842683008,5193.20876347404,5193.18981661963,5193.17155178397,5193.1539364695,5193.1369400954,5193.12053412843,5193.10469156884,5193.08938697498,5193.07459626568,5193.06029682629,5193.04646749353,5193.03308789181,5193.02013893304,5193.00760274554,5192.99546202251,5192.98370065571,5192.97230320695,5192.96125516008,5192.9505426808,5192.94015261194,5192.93007238738,5192.92029018699,5192.91079470148,5192.90157514982,5192.89262121779,5192.88392318992,5192.87547173912,5192.86725790593,5192.85927331139,5192.85150973168,5192.84395948023,5192.83661508277,5192.82946957126,5192.8225160663,5192.81574811682,5192.80915947416
2.17,0,5315.04421062831,5228.18612904981,5216.04721602528,5210.69183005504,5207.37957353186,5205.05928534275,5203.3278644911,5201.98322238393,5200.9086656962,5200.0308561904,5199.30099962571,5198.68524231523,5198.15931454106,5197.70534784212,5197.30989351224,5196.96263336358,5196.65552142607,5196.38219175026,5196.13754434647,5195.91744433736,5195.71850691439,5195.53793454605,5195.37339603054,5195.2229333207,5195.08489001626,5194.95785678787,5194.8406260059,5194.73215792344,5194.63155281291,5194.53802734515,5194.45089781911,5194.36956391675,5194.29349696877,5194.22222949369,5194.15534693121,5194.09247981978,5194.03329865691,5193.97750789045,5193.92484227043,5193.87506344148,5193.82795519519,5193.78332268001,5193.74098900557,5193.70079296635,5193.66258814504,5193.62624073032,5193.59162824468,5193.55863885801,5193.52716950987,5193.49712547011,5193.46841993027,5193.44097236689,5193.41470849163,5193.38955986656,5193.3654628245,5193.34235844078,5193.32019188084,5193.29891219092,5193.27847204348,5193.25882720406,5193.23993642473,5193.22176116574,5193.20426549477,5193.18741560474,5193.17117989223,5193.15552881062,5193.14043444078,5193.12587062385,5193.11181296035,5193.09823811404,5193.08512427805,5193.07245109321,5193.06019897946,5193.04834971873,5193.03688592562,5193.02579130859,5193.01505039212,5193.00464850169,5192.9945717613,5192.98480690388,5192.97534151933,5192.96616366678,5192.95726220131,5192.94862628211,5192.94024578932,5192.93211101649,5192.92421267216,5192.91654208969,5192.90909075556,5192.90185073388,5192.89481436234,5192.88797444826,5192.88132394562,5192.87485625651,5192.86856502753,5192.86244415534,5192.85648790902,5192.85069063814,5192.8450470625
2.48,0,5300.20266882446,5223.79926480208,5213.17556952396,5208.49068477184,5205.59257120375,5203.56205123658,5202.04669811871,5200.86978680441,5199.92923931571,5199.16089099105,5198.52204419445,5197.98306929226,5197.52272562222,5197.12537333338,5196.77923967042,5196.47529351566,5196.20649058886,5195.96726006153,5195.75313549148,5195.56049843068,5195.38638590658,5195.22834896062,5195.08434627747,5194.95266444508,5194.83185363723,5194.72067956328,5194.61808561815,5194.52316146022,5194.43511928132,5194.35327383023,5194.27702631696,5194.20585152739,5194.13928636205,5194.07692210277,5194.01839535888,5193.96338312676,5193.91159682915,5193.86277775524,5193.81669388273,5193.77313619391,5193.73191612583,5193.69286250454,5193.65582072452,5193.62064983568,5193.58722146087,5193.55541855874,5193.52513413002,5193.49626997048,5193.46873594619,5193.44244949857,5193.41733408256,5193.39331965677,5193.37034115024,5193.34833855008,5193.32725614961,5193.30704237861,5193.287649265,5193.26903225694,5193.25114985926,5193.23396338751,5193.2174368288,5193.20153637389,5193.18623054227,5193.17148980475,5193.15728651594,5193.14359479003,5193.1303901544,5193.11764983834,5193.10535223809,5193.09347726043,5193.08200566979,5193.07091955658,5193.06020195851,5193.04983676233,5193.0398089055,5193.03010407688,5193.02070871535,5193.01160992195,5193.0027956129,5192.99425426262,5192.98597492368,5192.97794721152,5192.97016121076,5192.96260759824,5192.95527745961,5192.94816230543,5192.94125401156,5192.93454492558,5192.92802776948,5192.92169539694,5192.91554128686,5192.90955900589,5192.90374244117,5192.89808581663,5192.89258357554,5192.88723040935,5192.8820212263,5192.87695113267,5192.87201553509
2.79,0,5288.58264333981,5220.3865903187,5210.94177473704,5206.77817331642,5204.20214945004,5202.39705720889,5201.04982796927,5200.00344219264,5199.16718597368,5198.48402697707,5197.91600898058,5197.43679098591,5197.02748827104,5196.67419510613,5196.3664439565,5196.09620450747,5195.85721410018,5195.64451769284,5195.45414479245,5195.28287773794,5195.12808170064,5194.98757925978,5194.85955561508,5194.74248659542,5194.63508310842,5194.53624794617,5194.4450414861,5194.36065427233,5194.28238589082,5194.20962702234,5194.14184522776,5194.07857327154,5194.01940003237,5193.96396133269,5193.911934556,5193.86303239227,5193.81699797969,5193.77360186349,5193.73263748196,5193.69391887702,5193.65727834577,5193.62256400579,5193.58963808929,5193.55837542694,5193.52866205765,5193.50039359904,5193.47347507565,5193.44781909433,5193.4233456478,5193.3999812277,5193.37765795444,5193.35631328007,5193.33588956396,5193.31633333837,5193.29759516002,5193.27962915166,5193.26239265796,5193.24584608737,5193.22995254629,5193.21467767792,5193.19998936024,5193.1858576112,5193.17225440543,5193.15915355743,5193.14653047443,5193.13436201363,5193.12262665553,5193.11130395131,5193.10037492008,5193.0898214079,5193.07962651665,5193.06977421138,5193.06024945787,5193.0510380185,5193.04212643071,5193.03350196825,5193.02515250682,5193.01706674919,5193.00923379794,5193.00164348816,5192.99428606096,5192.98715224941,5192.98023334349,5192.97352094634,5192.96700720831,5192.96068455284,5192.95454577108,5192.94858405558,5192.94279285985,5192.93716599229,5192.93169751466,5192.92638172995,5192.92121330217,5192.91618699634,5192.91129790289,5192.90654130095,5192.90191268012,5192.89740769967,5192.89302223291
3.1,0,5279.23748762052,5217.65601376464,5209.15455418441,5205.40784512182,5203.0894783915,5201.46476104959,5200.2520758376,5199.31015502143,5198.55736980322,5197.9423944353,5197.4310669228,5196.99967792126,5196.63122741174,5196.31319785494,5196.03616681116,5195.79290454244,5195.57777336108,5195.3863131137,5195.21494879702,5195.06078401856,5194.92144651021,5194.79497616594,5194.67973919711,5194.57436356039,5194.47768900818,5194.38872766381,5194.30663328672,5194.23067755083,5194.16022976258,5194.09474139791,5194.03373318747,5193.97678472319,5193.92352544974,5193.87362813774,5193.82680179438,5193.78278799634,5193.74135590614,5193.70229830347,5193.66542955521,5193.63058233183,5193.59760558562,5193.56636258487,5193.5367295198,5193.50859337621,5193.48185174204,5193.45641075495,5193.43218470156,5193.40909521113,5193.38706996142,5193.36604296556,5193.34595306679,5193.32674392772,5193.30836377039,5193.29076441058,5193.27390127878,5193.25773317815,5193.2422216457,5193.22733109824,5193.21302829186,5193.19928230104,5193.18606424455,5193.17334709635,5193.16110570266,5193.14931637786,5193.13795706323,5193.12700696701,5193.11644662874,5193.10625767962,5193.0964229585,5193.08692627825,5193.07775237168,5193.06888682865,5193.06031603103,5193.05202719903,5193.04400823191,5193.03624766764,5193.02873465691,5193.02145889316,5193.01441069466,5193.00758086072,5193.00096057496,5192.99454159635,5192.98831600269,5192.9822762535,5192.97641526685,5192.97072624238,5192.96520271917,5192.95983854463,5192.95462781127,5192.94956499339,5192.94464467811,5192.93986181643,5192.93521152736,5192.93068916922,5192.92629029455,5192.92201062264,5192.91784614244,5192.91379290675,5192.90984721753
