0,349.5,699,1048.5,1398,1747.5,2097,2446.5,2796,3145.5,3495,3844.5,4194,4543.5,4893,5242.5,5592,5941.5,6291,6640.5,6990,7339.5,7689,8038.5,8388,8737.5,9087,9436.5,9786,10135.5,10485,10834.5,11184,11533.5,11883,12232.5,12582,12931.5,13281,13630.5,13980,14329.5,14679,15028.5,15378,15727.5,16077,16426.5,16776,17125.5,17475,17824.5,18174,18523.5,18873,19222.5,19572,19921.5,20271,20620.5,20970,21319.5,21669,22018.5,22368,22717.5,23067,23416.5,23766,24115.5,24465,24814.5,25164,25513.5,25863,26212.5,26562,26911.5,27261,27610.5,27960,28309.5,28659,29008.5,29358,29707.5,30057,30406.5,30756,31105.5,31455,31804.5,32154,32503.5,32853,33202.5,33552,33901.5,34251,34600.5,34950
20000,145.658226319457,145.835465013425,146.036530629241,146.28871717699,146.256223015588,144.359258414011,88.0985159566039,44.9058669546505,30.1325701367505,22.6733938618786,18.1744051819309,15.1652305888519,13.0109758750195,11.3926277763046,10.1323345779141,9.12310418930256,8.29671094796024,7.60759615592589,7.02417653545199,6.52386710859647,6.09008967445232,5.71040033325882,5.37527634598771,5.07730648493957,4.81063653045389,4.57058078934714,4.3533443988323,4.15582122943309,3.97544441811376,3.78705550457242,3.51496580762115,3.26485345125537,3.03457473753635,2.82226898571458,2.62629752912659,2.4452029613095,2.27768120997106,2.12256135208025,1.97878997106514,1.84541820785221,1.72159052275927,1.60653468500676,1.49955276601943,1.40001303100602,1.30734266742679,1.22102129888513,1.14057523020747,1.06557236427463,0.9956177276527,0.930349541314252,0.869435774496158,0.81257112333511,0.759474360647269,0.709886008489135,0.663566290523194,0.62029332642724,0.57986153545641,0.542080220699789,0.506772309533541,0.473773229260839,0.442929899968874,0.414099829260355,0.387150295772683,0.361957610324809,0.338406445171175,0.316389223232616,0.295805560350761,0.276561754606519,0.25857031758223,0.241749543154735,0.226023110003652,0.211319714523111,0.197572731250951,0.184719898289806,0.172703025500014,0.161467723504097,0.150963151764007,0.141141784181804,0.131959190837117,0.123373834615019,0.115346881599413,0.107842024212735,0.100825316175207,0.0942650184380529,0.088131455316831,0.0823968801146572,0.077035349581881,0.0720226066096266,0.0673359706004111,0.0629542350004397,0.0588575715157588,0.0550274405686696,0.0514465075821023,0.0480985647083323,0.0449684576448099,0.0420420172041792,0.0393059953280284,0.0367480052546988,0.0343564655707512,0.0321205478935797
40000,146.014847228459,146.206218021287,146.423963877492,146.69277175658,146.657841261474,144.766067936831,141.258212271063,117.385071079681,65.1265873880834,45.0644240509722,34.4516397536663,27.8847188853097,23.4204778300571,20.1883906515302,17.7401970702037,15.8215579260655,14.2774247928918,13.0078960074324,11.9457008747028,11.0438825993446,10.2686687200992,9.59514731111377,9.00454003229978,8.48242389073211,8.01753774892728,7.60096090322513,7.22553509155936,6.79128643457058,6.26729336647464,5.79356339486932,5.36341672219514,4.97144611341964,4.6131829067639,4.2848724010382,3.98331886928597,3.7057752362301,3.44986178779408,3.21350419309489,2.9948848102463,2.7924035043205,2.60464556235599,2.43035509965206,2.26841283800988,2.11781743630656,1.97766974648433,1.84715949890835,1.72555401523598,1.61218861832172,1.50645846496919,1.40781157294354,1.31574285122477,1.22978897372329,1.14952396278182,1.07455537064234,1.00452096536192,0.939085842989347,0.877939900639049,0.820795615820374,0.767386086334684,0.717463292525031,0.670796549893504,0.627171125292197,0.586386994216084,0.548257720323249,0.512609441300514,0.479279947681656,0.448117843295763,0.418981777745539,0.391739742748791,0.366268425370047,0.34245261216448,0.320184639086939,0.29936388271359,0.279896288905562,0.261693935532874,0.244674626288702,0.228761512972039,0.213882743912125,0.199971136459512,0.186963871683926,0.174802209604237,0.163431223435901,0.152799551480376,0.142859165402642,0.133565153749854,0.124875519658694,0.116750991782986,0.10915484754827,0.102052747907457,0.0954125828326158,0.08920432683317,0.0833999038410524,0.0779730608493574,0.0728992497331737,0.0681555167200782,0.0637203990135407,0.0595738281055795,0.0556970393456555,0.0520724873612438,0.0486837669519697
60000,146.365506655779,146.571551685329,146.806285268448,147.091094294369,147.052799560356,145.165870642139,141.68504825194,137.197486547057,112.339960683274,70.8547475725105,51.7458837210666,40.7547170565943,33.6147274526889,28.6035514525599,24.8926368138224,22.034026986007,19.7643384598691,17.9185757324929,16.3881137078994,15.0985185105472,13.9970761764362,13.0454089222781,12.2149117941366,11.4838280631952,10.8353155676002,10.2561332156663,9.47400462258125,8.70577141721735,8.01980246996215,7.40325667407552,6.84614295797128,6.34049386723502,5.87982589585896,5.45877600447598,5.07284904272177,4.71823666139483,4.39168353973378,4.09038587289585,3.81191256501562,3.55414291302935,3.31521661607773,3.0934932251337,2.88751896667504,2.69599941501889,2.51777685746395,2.35181145778111,2.19716551448484,2.05299025358656,1.9185147054676,1.79303630134658,1.67591289273138,1.5665559515254,1.46442475217259,1.36902137263858,1.27988637984206,1.19659508868383,1.11875430309032,1.04599946330287,0.977992136642418,0.914417799679231,0.854983868552596,0.799417941454439,0.747466223288388,0.698892107466672,0.653474893895938,0.611008625581316,0.57130102907047,0.534172546269073,0.499455447070752,0.466993013828287,0.436638790006336,0.408255886446938,0.381716339586805,0.356900516722283,0.333696564050587,0.311999893746383,0.291712706779075,0.272743548553052,0.255006894772856,0.238422765207711,0.222916363263285,0.208417739469609,0.194861477168336,0.182186398834352,0.17033529159993,0.159254650667087,0.148894439398113,0.139207864967289,0.130151168540446,0.121683429024361,0.113766379496432,0.106364235487323,0.0994435343462845,0.0929729849710876,0.0869233272327199,0.0812672004694132,0.0759790204657546,0.0710348643708095,0.0664123630446705,0.062090600355878
80000,146.710734314916,146.931734300471,147.183464397358,147.483657156506,147.441268766401,145.558707467853,142.102948777973,137.662017051487,132.316523792244,101.14188223785,70.4913115532729,54.0973612207462,43.8899976964312,36.9231509624635,31.8650720239898,28.0258312476282,25.0122481346025,22.5838360607976,20.5852376398285,18.9116188827949,17.4896752068126,16.266607041388,15.2034187725149,14.2706843578083,13.4457815282736,12.3350053580397,11.2835378365509,10.3565085679055,9.531847044192,8.7929636629641,8.12702900664081,7.52388344568635,6.97532239690812,6.47461252582733,6.01615397275404,5.59523750375483,5.20786515845213,4.85061463322667,4.52053466892467,4.21506301825547,3.93196125622706,3.66926241387732,3.42522854125338,3.19831606476549,2.98714733078684,2.79048710283286,2.60722305386803,2.43634949982911,2.2769537757677,2.12820477571017,1.98934327071341,1.85967369318264,1.73855713399356,1.62540534574963,1.51967558315643,1.42086614193843,1.3285124824339,1.24218384412703,1.16148027380565,1.08603000347607,1.01548712518397,0.949529518932472,0.887856997317155,0.830189636606622,0.776266269023681,0.725843115121402,0.678692538558584,0.634601908390906,0.593372556314115,0.554818818211645,0.518767150943348,0.485055316623784,0.453531627726477,0.424054247254855,0.396490538974063,0.370716463327506,0.346616015190037,0.324080700054199,0.30300904562185,0.283306146092885,0.264883236715643,0.247657296398049,0.231550676381169,0.21649075315319,0.202409603936123,0.189243703213554,0.176933638888302,0.165423846766475,0.154662362160902,0.144600587494115,0.135193074860023,0.126397322575519,0.118173584819119,0.110484693514358,0.103295891671442,0.0965746774523296,0.0902906582721796,0.0844154142945963,0.0789223707193967,0.0737866783001722
100000,147.050971446337,147.287001356227,147.55551148135,147.870492484369,147.823426894574,145.944686601804,142.512383669191,138.115861813081,132.837232155295,126.517261972112,90.9092494379483,68.036411388747,54.3595150203322,45.2610037254543,38.7715527052159,33.9096419549528,30.1312196225936,27.1104098443224,24.6401118676763,22.5824052414708,20.841889816524,19.3504722681048,18.0582483516351,16.9278097596564,15.5036518230832,14.109053895508,12.8964334876217,11.8297626142979,10.8827869702041,10.0357669485551,9.2734602372592,8.58382999126734,7.95719068121695,7.3856257301233,6.86257868653466,6.38255831602342,5.94092059057558,5.53370403652197,5.15750309359699,4.8093692128853,4.48673263378554,4.18733986206411,3.90920325477756,3.65056006130169,3.40983892914514,3.18563235491224,2.97667390526273,2.78181928894705,2.60003055463016,2.43036283755475,2.27195319306778,2.12401114504023,1.98581064827726,1.85668322054034,1.73601204504187,1.62322688067128,1.5177996466277,1.41924057199638,1.32709482022126,1.24093951426327,1.16038110117867,1.08505300544788,1.01461352907203,0.948743963580977,0.887146884949204,0.829544607225643,0.775677774637768,0.725304075184621,0.678197061412714,0.634145066277066,0.59295020381147,0.554427445837121,0.51840376718422,0.48471735293368,0.453216862044451,0.423760742447342,0.396216593284685,0.370460570477705,0.346376832227272,0.323857021413076,0.302799782162488,0.283110308122989,0.264699920198593,0.247485671707514,0.231389979090319,0.21634027644931,0.202268692334025,0.189111747307489,0.176810070935227,0.165308136936022,0.1545540153214,0.144499140431061,0.135098093844981,0.126308401220523,0.118090342165266,0.110406772313986,0.103222956831807,0.0965064146153463,0.090226772510085,0.0843556289054929
120000,147.386588052426,147.637561552508,147.922469655509,148.251677702019,148.199455756039,146.323963871084,142.913785201572,138.559626579058,133.343966487045,127.117809930882,113.151893141218,82.639337517958,65.0877622718104,53.6856028783058,45.68282567802,39.7564344303502,35.1911222810527,31.5662999196776,28.6184847661685,26.1742093476827,24.1146056252019,22.3554903619395,20.8355742863612,19.1040606738688,17.2810904913273,15.7200253205605,14.3638850288578,13.172198091498,12.1152929347332,11.1707919246551,10.3213983357389,9.55345871083009,8.85600164388233,8.22007672794827,7.63828752718601,7.10445327971902,6.61335827589408,6.16056249467517,5.74225608397476,5.35514591804744,4.99636608431874,4.66340652527723,4.35405565442607,4.06635386033097,3.7985555823305,3.54909819352734,3.3165763301786,3.09972060646724,2.89737987977343,2.70850640431138,2.53214334445516,2.36741422320338,2.2135139631776,2.06970124252219,1.93529193992489,1.80965348458733,1.69219996052568,1.58238784173977,1.47971225684726,1.38370369974119,1.29392511748906,1.20996931867505,1.13145665519729,1.05803293857079,0.989367558379583,0.925151775932407,0.865097170619305,0.808934220117531,0.756410998596756,0.707291979543623,0.661356931860036,0.618399899567274,0.57822825683361,0.540661831189761,0.505532088747564,0.472681376028402,0.441962213668211,0.41323663781919,0.38637558553398,0.361258320812091,0.337771898323455,0.315810662110845,0.295275776820018,0.276074789220768,0.25812121796926,0.241334169726686,0.225637979895109,0.210961876361423,0.197239664757043,0.184409433846375,0.17241327975279,0.161197047818154,0.150710090972093,0.14090504356084,0.131737609653631,0.123166364907712,0.115152571131637,0.107660002741104,0.100654784352462,0.0941052388065872
140000,147.717896187607,147.983601577713,148.2844081887,148.627323592294,148.569538335099,146.696727402383,143.307551999897,138.993864532991,133.837630397498,127.698898921669,120.392617459655,97.9409532896246,76.1206600965415,62.2516067079114,52.6575006315287,45.6257428940438,40.2507528306686,36.0087079822377,32.575555603365,29.7400695185589,27.358678029892,25.3303853881934,23.2768661208553,20.908684596408,18.9132360824027,17.2032744299653,15.7177220179482,14.4126572131614,13.2556283329444,12.2220473798981,11.2928620465789,10.4530182299118,9.69041910403037,8.99520240398079,8.35922624034967,7.7756948372628,7.23888043675315,6.74391286198989,6.28661774449632,5.86339046570624,5.47109678398675,5.10699371649952,4.76866600514543,4.45397471364097,4.1610153627675,3.88808362967849,3.63364709015578,3.39632181946349,3.17485292126383,2.96809824772592,2.77501472335573,2.59464680144638,2.42611667347637,2.26861592415992,2.12139838252736,1.98377396563434,1.85510334872177,1.73479332574779,1.62229274863579,1.51708895345362,1.41870459794292,1.32669484805413,1.24064486196949,1.16016752896228,1.08490142770461,1.01450897459402,0.948674737555228,0.887103894785901,0.8295208212089,0.775667788101667,0.725303763600078,0.678203303608051,0.634155524156383,0.59296314750359,0.55444161530589,0.51841826304232,0.484731550596451,0.453230344494495,0.423773247802267,0.396227974107935,0.370470762377962,0.346385829781664,0.323864859844826,0.302806523522377,0.283116030980461,0.264704712054337,0.247489623504451,0.23139318133203,0.216342816540397,0.202270652840861,0.189113204904546,0.176811095855024,0.165308792782517,0.154554359139519,0.14449922295088,0.135097959839264,0.126308089929995,0.11808988775818,0.110406204355896,0.103222300748621
160000,148.045160365547,148.325289904738,148.641416616759,148.997564660262,148.93385676843,147.06318582733,143.694052441534,139.41908226797,134.319038638323,128.262009103044,121.080450635259,112.578206697348,87.498585469493,71.0165278460853,59.7596393584103,51.5831514197995,45.374834399085,40.5003890127057,36.5716374920391,33.3377042066947,30.629241316062,28.18572549219,25.120539946211,22.5766503881761,20.4272494890625,18.5828183321228,16.9794364714107,15.5705318552162,14.3213972349511,13.20559033444,12.2025531532591,11.2960115661384,10.4728772563819,9.72247761157914,9.03600371828226,8.40610642738514,7.82659513395879,7.29220933857759,6.79844282980531,6.34140662302332,5.91772092259908,5.52442914032782,5.15892889217777,4.81891621113914,4.50234014763728,4.20736560305571,3.93234273637659,3.67578165192106,3.43633135361627,3.21276216288327,3.0039509604499,2.80886873944482,2.62657005687952,2.45618404953559,2.29690674311447,2.14799443383834,2.00875796220298,1.87855773132847,1.75679934891101,1.64292979337984,1.53643402247058,1.43683195680399,1.34367578281482,1.25654752899698,1.17505687731152,1.09883917806182,1.02755364183466,0.960881686448187,0.898525420410929,0.840206247321006,0.78566357803826,0.734653639438346,0.686948370185594,0.642334395304029,0.600612072435883,0.561594603596949,0.525107207003258,0.490986344182305,0.459078998117731,0.429241998627979,0.401341391562298,0.375251848724217,0.350856115713312,0.328044495119042,0.306714362712222,0.286769714465811,0.268120742401414,0.250683437404761,0.234379217285309,0.219134578474315,0.204880769864066,0.19155348739005,0.179092588048824,0.167441822128287,0.156548582504769,0.146363669933536,0.13684107332648,0.127937764073509,0.119613503522707,0.111830662789259
180000,148.368605821349,148.662779809969,148.993599749403,149.362551464503,149.292590810707,147.423559351912,144.073627642682,139.835744932785,134.788928528593,128.808451463449,121.742140104925,113.418819426008,99.4075836466878,80.1277629191915,67.1116479192635,57.7333297016096,50.6547341020607,45.122351346186,40.679444636391,37.0330401866931,33.9865685385058,30.0657394467438,26.8302455521726,24.1307389325092,21.8427527548693,19.875905365923,18.1643963157572,16.6596444745863,15.3251188078069,14.1328202687844,13.0608955915986,12.0920032700621,11.2121767986838,10.4100190734589,9.67612043413264,9.00263039059389,8.38293697439886,7.81142290975642,7.28327762830782,6.79435057514316,6.34103551997142,5.92017847220415,5.52900378517481,5.16505442724023,4.82614339048294,4.51031392720206,4.21580683344077,3.94103339316007,3.68455289430097,3.44505385516681,3.22133827477621,3.01230835724317,2.81695526732974,2.63434955902358,2.46363298644173,2.30401146038019,2.15474895730568,2.01516222272485,1.88461613936462,1.76251965377499,1.64832217385699,1.54151036524314,1.4416052870675,1.34815981798018,1.26075633170922,1.17900458839331,1.10253981357929,1.0310209414263,0.964129002469793,0.901565639424565,0.843051737071905,0.788326154383838,0.73714454877114,0.689278283769936,0.644513412660619,0.602649731488609,0.563499895766552,0.526888595812897,0.492651786247095,0.460635965637566,0.43069750270147,0.402702005798584,0.376523732756243,0.35204503831701,0.329155856722655,0.307753217142908,0.287740789829944,0.269028461033289,0.251531934848015,0.235172360293972,0.219875982037427,0.205573813270488,0.192201329359252,0.179698180959913,0.168007925383895,0.157077775069111,0.146858362085384,0.137303517668313,0.128370065837817,0.120017630215705
200000,148.688425151446,148.996211779123,149.341073481195,149.722444599496,149.645916690933,147.778073095231,144.446594086783,140.244280684746,135.247969592969,129.339392944233,122.379952296967,114.219871281099,104.750585042737,89.7346769853622,74.8028605987383,64.1314170099581,56.1246270700379,49.8952221762015,44.9104997546657,40.8760849899574,35.8985795706685,31.8111056762823,28.4266674918905,25.5881469618365,23.1744888874079,21.0954427094954,19.2840653519251,17.6902815170788,16.276093019036,15.0121940037991,13.8756145193433,12.8480759493792,11.9148305847271,11.063830425821,10.2851219094127,9.57039783294895,8.91266043728038,8.30596442577931,7.74521842269867,7.22602982329762,6.74458232542011,6.29753839465317,5.88196097185825,5.49525018299937,5.13509185117029,4.79941536711658,4.48635903231968,4.19424140531145,3.92153749675171,3.66685889938386,3.42893712466002,3.20660956244667,2.99880759380147,2.8045464766805,2.62291669601397,2.45307652692792,2.29424560605095,2.14569934316192,2.00676403570578,1.87681257332805,1.75526063965143,1.64156333490804,1.53521215644011,1.43573228504485,1.34268013411418,1.25564112586965,1.17422766501344,1.09807728504804,1.02685094655934,0.960231470070026,0.897922088787244,0.839645108797738,0.785140666095509,0.734165571333882,0.68649223443634,0.641907662227163,0.600212523094141,0.561220273404068,0.524756340983938,0.490657361478444,0.458770463815235,0.428952601367391,0.401069925709628,0.374997200129829,0.350617250288397,0.327820449620534,0.306504237255859,0.286572666389687,0.267935981183922,0.250510220405524,0.234216846128829,0.218982395936383,0.204738157152687,0.19141986173746,0.178967400550554,0.167324555780323,0.1564387504015,0.146260813598199,0.136744761152694,0.12784758986173
