0,349.5,699,1048.5,1398,1747.5,2097,2446.5,2796,3145.5,3495,3844.5,4194,4543.5,4893,5242.5,5592,5941.5,6291,6640.5,6990,7339.5,7689,8038.5,8388,8737.5,9087,9436.5,9786,10135.5,10485,10834.5,11184,11533.5,11883,12232.5,12582,12931.5,13281,13630.5,13980,14329.5,14679,15028.5,15378,15727.5,16077,16426.5,16776,17125.5,17475,17824.5,18174,18523.5,18873,19222.5,19572,19921.5,20271,20620.5,20970,21319.5,21669,22018.5,22368,22717.5,23067,23416.5,23766,24115.5,24465,24814.5,25164,25513.5,25863,26212.5,26562,26911.5,27261,27610.5,27960,28309.5,28659,29008.5,29358,29707.5,30057,30406.5,30756,31105.5,31455,31804.5,32154,32503.5,32853,33202.5,33552,33901.5,34251,34600.5,34950
0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3412.30074389383,3311.03148681178,3239.23914067524,3190.08106228284,3157.63230646238,3137.09961858521,3124.80131949793,3118.02008961026,3114.81357256467,3113.83011880082,3114.1521475277,3115.17233060483,3116.50023617176,3117.89415590186,3119.21240179339,3120.37917128733,3121.36096727129,3122.15052201635,3122.75605144506,3123.19415311352,3123.48525749495,3123.65078228193,3123.71143970457,3123.68630550402,3123.59237523576,3123.44442952204,3123.25508148948,3123.03493117019,3122.7927694947,3122.53580110714,3122.26985953255,3121.99962031691,3121.72878283511,3121.46023155962,3121.19618637271,3120.93831861459,3120.687857631,3120.44567378762,3120.21234939999,3119.98824231105,3119.77352728834,3119.56824329004,3119.37231937004,3119.18560253925,3119.00788113794,3118.83889691748,3118.67835949599,3118.52595921091,3118.38137381268,3118.24427393099,3118.11433052032,3117.99121559624,3117.87460800931,3117.76419218371,3117.65966416317,3117.56072828715,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3386.11499584676,3296.60479201954,3233.19193830254,3189.46921420944,3160.13288864325,3141.02225279451,3129.00426545405,3121.79276800934,3117.7607829658,3115.77449934981,3115.05855983819,3115.09267588472,3115.53492039215,3116.16621203025,3116.85084071475,3117.50881610206,3118.09667726556,3118.59439438614,3118.99646977948,3119.30602234031,3119.5308888812,3119.68113231176,3119.76747858012,3119.80038795054,3119.78953790611,3119.74357337728,3119.67002352872,3119.57531884932,3119.46486570635,3119.34314745289,3119.21383814197,3119.07991308811,3118.94375461362,3118.80724674805,3118.67186005954,3118.53872491775,3118.40869231052,3118.28238673103,3118.16025177808,3118.04258385762,3117.92956489409,3117.82128480047,3117.71776345552,3117.61896535781,3117.52481421892,3117.43520183929,3117.3499981162,3117.26905713864,3117.19222178403,3117.1193292066,3117.05021328405,3116.98470738848,3116.92264615582,3116.86386701861,3116.80821125788,3116.75552481439,3116.70565871128,3116.65846986282,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3444.51993471768,3341.17621954285,3266.62017836959,3214.14572314322,3178.06843556975,3153.83960890717,3137.97517467099,3127.89423995074,3121.73355734529,3118.17558881828,3116.30488539743,3115.49558532416,3115.32673171209,3115.52027602237,3115.89655390378,3116.34277451188,3116.79097186247,3117.20275791557,3117.55885056899,3117.85199083471,3118.0821875108,3118.25358311163,3118.37242280428,3118.44577135621,3118.48073396237,3118.484010629,3118.46166210548,3118.41901592825,3118.36065484335,3118.29045281406,3118.21163906485,3118.12687038164,3118.0383089408,3117.94769125876,3117.85639858398,3117.76551331994,3117.67587317906,3117.58811278974,3117.50270437935,3117.41998635978,3117.34019144513,3117.26346825114,3117.18989765138,3117.11951000591,3117.05229312827,3116.98820527653,3116.92718176837,3116.86914014851,3116.81398611881,3116.76161716107,3116.71192524853,3116.66480009274,3116.62012987827,3116.57780376873,3116.53771221447,3116.49974780177,3116.46380628403,3116.42978708949,3116.39759249436,-1,-1,-1,-1,-1,-1,-1
1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3449.55544547299,3346.36370883893,3271.63256913762,3218.7499584554,3182.12438522291,3157.28381229276,3140.80098500393,3130.13227283022,3123.43635488311,3119.40620614144,3117.12924801359,3115.9776366618,3115.52563137899,3115.48902366819,3115.68150916105,3115.98374655784,3116.32164098324,3116.651252612,3116.94840007316,3117.20157877665,3117.40716662846,3117.56624316817,3117.68248720222,3117.7608368554,3117.80664849444,3117.82519052467,3117.82136270775,3117.79955623869,3117.76360350651,3117.71678320109,3117.66185379567,3117.60110579422,3117.53641644569,3117.4693073251,3117.4009969723,3117.33245071187,3117.2644211277,3117.19748809337,3117.13208801602,3117.0685424734,3117.00707958332,3116.94785280672,3116.89095724619,3116.83644068509,3116.78431459312,3116.73456344771,3116.68714920433,3116.64201841959,3116.59910657473,3116.5583404337,3116.51964149332,3116.48292794913,3116.44811633446,3116.41512269582,3116.38386402328,3116.35425850661,3116.32622609753,3116.29968953359,3116.27457363705,3116.25080601793,-1,-1,-1,-1,-1
1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3425.76062939226,3330.02695565088,3260.88065147252,3212.00390115024,3178.13688119723,3155.11914016254,3139.78583782163,3129.79969344392,3123.47324438596,3119.61019278506,3117.37512844184,3116.19257585815,3115.67138676532,3115.54948901786,3115.65419921267,3115.87408082207,3116.13918684106,3116.40733344567,3116.65462306373,3116.86896586755,3117.04570430671,3117.18467518953,3117.288277959,3117.36022301415,3117.40474051943,3117.4261011411,3117.42833864613,3117.41510637917,3117.38961775245,3117.35463771944,3117.31250441496,3117.26516711967,3117.21422917383,3117.16099535434,3117.10651431723,3117.05161915011,3116.99696369511,3116.94305270072,3116.89027000773,3116.83889990294,3116.78914677332,3116.74115136889,3116.69500297868,3116.65075120859,3116.60841339865,3116.56798304099,3116.52943526321,3116.49273085648,3116.45782006927,3116.42464656425,3116.39314824799,3116.36326064529,3116.33491687652,3116.30805012509,3116.2825932649,3116.25848064602,3116.23564751183,3116.21403138154,3116.19357125144,3116.17420874599,-1,-1,-1,-1
1.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3388.23566667511,3303.50269743723,3242.66286286368,3199.84417690168,3170.26201823013,3150.19132343844,3136.8300407595,3128.12506384799,3122.60218834293,3119.21995340481,3117.25273601009,3116.20133988467,3115.72663118452,3115.60136681467,3115.67570195478,3115.85280142614,3116.07174589139,3116.29565331531,3116.50349409133,3116.68448834909,3116.83432087367,3116.95260417436,3117.0412004639,3117.10313797112,3117.14192404378,3117.16112585867,3117.16412750838,3117.15400302167,3117.13346163379,3117.10483838214,3117.07010995874,3117.03092606852,3116.98864539227,3116.94437398879,3116.89900155515,3116.85323583776,3116.80763270392,3116.76262215345,3116.71853075421,3116.67560151995,3116.63400995744,3116.59387662715,3116.55527894147,3116.51826068259,3116.48283828328,3116.44900743679,3116.41674826404,3116.38602886681,3116.35680875188,3116.32904085259,3116.30267394705,3116.27765412233,3116.25392594536,3116.23143345939,3116.21012087486,3116.18993315817,3116.17081652025,3116.1527182299,3116.1355879635,3116.11937635773,-1,-1,-1
2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3346.12092263357,3273.67054966236,3222.04014215578,3185.92072371339,3161.08629467698,3144.30263973389,3133.16728048403,3125.93544373311,3121.36244846846,3118.57312499161,3116.959819562,3116.10561998958,3115.72793163118,3115.63777753478,3115.71080542312,3115.86684138234,3116.05559481784,3116.24674483422,3116.42311585926,3116.57601605914,3116.70208615188,3116.80119637584,3116.87505379483,3116.9263065108,3116.95797645417,3116.97311429445,3116.97460201071,3116.96504952698,3116.94675210576,3116.92168466905,3116.89151683336,3116.85764016418,3116.82119952071,3116.7831260804,3116.74416787906,3116.7049196048,3116.66584729601,3116.62731122689,3116.58958463121,3116.55287028,3116.51731390389,3116.4830152982,3116.45003802749,3116.41841713879,3116.3881651045,3116.35927687955,3116.33173447878,3116.30550948471,3116.28056676612,3116.25686553413,3116.23436162928,3116.21300864802,3116.19275908565,3116.1735647383,3116.15537799769,3116.13815163857,3116.12183954556,3116.10639684112,3116.091780265,3116.07794788495,-1,-1
2.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3388.45476934389,3304.77425985116,3244.5078145398,3201.91179615387,3172.31576066539,3152.0857457685,3138.48683520322,3129.51208175401,3123.71711365842,3120.07835827931,3117.87984487947,3116.6264870897,3115.97984960851,3115.71130826193,3115.66853605798,3115.7517127746,3115.89681791494,3116.06397774302,3116.22940512643,3116.37985929089,3116.50887539413,3116.61421598849,3116.69617788153,3116.75647679769,3116.79753020802,3116.82200663661,3116.83255631507,3116.83165709782,3116.8215377998,3116.80414853507,3116.7811607202,3116.75398281144,3116.7237852954,3116.69152892041,3116.65799286537,3116.62380200544,3116.58945144125,3116.55532833889,3116.52173056128,3116.48888319496,3116.45695247903,3116.42605665024,3116.39627596456,3116.36766027484,3116.34023545753,3116.31400905561,3116.28897390285,3116.2651120759,3116.24239742487,3116.22079796736,3116.20027724227,3116.18079600179,3116.16231352445,3116.14478800821,3116.12817723952,3116.11243958994,3116.09753410449,3116.08342041432,3116.07005953587,3116.05741393136,3116.04544721772,-1
2.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3335.81595577869,3267.10822457146,3218.11706341059,3183.78016577436,3160.09514271777,3144.01207871193,3133.27049972539,3126.23047438994,3121.72163369169,3118.92006653181,3117.25245143662,3116.32415889456,3115.86656617436,3115.69902278321,3115.70176321224,3115.79678349462,3115.93445045613,3116.08419787135,3116.22810074318,3116.35647545835,3116.46489157854,3116.55216371497,3116.61901670645,3116.6672166358,3116.6990120892,3116.71679024102,3116.72287152857,3116.71939714732,3116.70827529019,3116.69116429797,3116.66947755199,3116.64440121461,3116.6169168034,3116.58782735313,3116.55778148525,3116.5272979559,3116.49678599706,3116.46656395458,3116.43687583846,3116.40790487966,3116.37978481467,3116.35260975568,3116.3264421827,3116.30131937247,3116.27725907109,3116.25426342426,3116.23232310961,3116.21141974373,3116.19152810166,3116.17261851864,3116.1546577159,3116.13761031383,3116.12143961141,3116.10610842092,3116.09157925171,3116.07781528492,3116.06478020721,3116.05243848718,3116.04075592646,3116.02969927467,3116.01923676595
3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3366.69224555668,3289.74796161071,3234.45606862727,3195.41147196778,3168.27360575265,3149.69443456945,3137.1692644079,3128.86679246087,3123.47183619464,3120.05321388788,3117.95937301645,3116.73934466245,3116.08423527265,3115.78481771228,3115.70114225459,3115.7410189168,3115.84488885685,3115.97526905447,3116.10943925526,3116.23440910381,3116.34348175527,3116.43393149191,3116.50544584159,3116.55910093046,3116.59669488172,3116.62032664326,3116.63213843681,3116.63416698866,3116.6282645462,3116.61606495904,3116.59897699888,3116.57819407069,3116.55471213324,3116.52935175386,3116.5027810937,3116.47553761929,3116.44804932172,3116.42065181687,3116.39360515735,3116.36710699433,3116.34130445201,3116.31630343042,3116.29217715529,3116.26897299602,3116.24671704599,3116.22541978504,3116.20507899429,3116.18568259895,3116.16721178414,3116.14964210535,3116.13294542649,3116.11709101682,3116.10204657426,3116.08777872333,3116.0742538428,3116.0614383334,3116.04929939067,3116.03780434833,3116.02692169758,3116.01662104781,3116.00687297209
3.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3312.36149920371,3250.87177372345,3207.16142199438,3176.58034156574,3155.49959292969,3141.17912251163,3131.60101642584,3125.30730523498,3121.26034290875,3118.73058260618,3117.21060591713,3116.35109272016,3115.91402442648,3115.73908266895,3115.71972667963,3115.78633296303,3115.89438939856,3116.0162874273,3116.13565522787,3116.24347048767,3116.33541785949,3116.41010918589,3116.46789880057,3116.5101086239,3116.53852814136,3116.55510475176,3116.56175670532,3116.56026885389,3116.55224101928,3116.53906957222,3116.52194862265,3116.50188297029,3116.47970617233,3116.45610164501,3116.43162279237,3116.40671284747,3116.38172248512,3116.3569252678,3116.33253170072,3116.3087001516,3116.28554705163,3116.26315525743,3116.24157998458,3116.2208555685,3116.20099918578,3116.18201474316,3116.16389601106,3116.14662941462,3116.1301950679,3116.11456929728,3116.09972543607,3116.08563471749,3116.07226725068,3116.05959259019,3116.04758027799,3116.03619978328,3116.0254212773,3116.01521586812,3116.00555505281,3115.99641156516
3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3334.9022457025,3267.32246612682,3218.99413312159,3184.9852182341,3161.4021227418,3145.2786196582,3134.41481726573,3127.21226139912,3122.52775762041,3119.55406426129,3117.72733958061,3116.65769803713,3116.07818590411,3115.80795817305,3115.72598951189,3115.75247590153,3115.83578042794,3115.94332940615,3116.05530612201,3116.16031134268,3116.25239981293,3116.32907346717,3116.3899390818,3116.43581973874,3116.4681788694,3116.4887541146,3116.49933367536,3116.50162538517,3116.49718720534,3116.48739637242,3116.47344240018,3116.45633419606,3116.43691468365,3116.41587913676,3116.39379400526,3116.37111566896,3116.34820746671,3116.32535511173,3116.30277976792,3116.28065025065,3116.25909196273,3116.23819598926,3116.2180252002,3116.19862052652,3116.18000518654,3116.1621886727,3116.14516992794,3116.12893946088,3116.11348201287,3116.09877749233,3116.08480272742,3116.07153209968,3116.05893882653,3116.04699507672,3116.03567307054,3116.02494447095,3116.01478202014,3116.00515843441,3115.99604747717,3115.98742358649
4.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3283.77653737341,3230.8824664738,3193.46543756637,3167.38284176366,3149.45151394053,3137.29437731063,3129.17488104793,3123.84522927365,3120.42089861349,3118.28169553736,3116.99709616746,3116.27108739776,3115.90218194196,3115.75475534066,3115.73872396987,3115.79524499811,3115.8867129578,3115.9898120371,3116.09072183189,3116.1818319713,3116.25950638361,3116.32258085414,3116.3713616556,3116.40697031997,3116.43092298536,3116.44486751438,3116.45042659964,3116.44910958998,3116.44226905666,3116.43108524685,3116.41656736078,3116.39956445737,3116.38078086044,3116.36079388945,3116.34007090721,3116.31898636431,3116.2978363388,3116.27685183417,3116.25621040604,3116.23604597371,3116.21645652896,3116.19751194701,3116.17925902527,3116.16172631709,3116.14492838736,3116.12886842544,3116.1135412658,3116.09893495155,3116.08503299982,3116.07181517435,3116.05925881789,3116.04733962723,3116.0360323843,3116.02531122349,3116.01515022229,3116.00552391485,3115.99640683739,3115.98777436684,3115.97960274863
4.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3300.21012783622,3242.80547507826,3202.003107297,3173.42681945316,3153.68526116202,3140.22915589283,3131.18604447691,3125.20490242292,3121.3242672603,3118.86769673004,3117.36400233287,3116.48802859219,3116.01754522546,3115.80222918283,3115.74163604621,3115.76964668394,3115.84356529449,3115.93653025148,3116.03226248258,3116.12145543706,3116.19930974755,3116.26387073216,3116.31491110042,3116.35319787564,3116.38001470191,3116.39686074428,3116.40526639292,3116.40668646746,3116.40244412385,3116.39370640694,3116.38147954895,3116.36661579184,3116.34982635133,3116.33169730984,3116.31270544981,3116.29323489009,3116.27359070033,3116.25401283655,3116.2346865298,3116.21575305702,3116.19731726914,3116.17945465463,3116.16221766755,3116.14563965042,3116.12973955354,3116.11452456409,3116.09999301682,3116.08613641395,3116.07294112674,3116.06038977729,3116.04846218611,3116.03713637495,3116.02638924242,3116.01619682525,3116.00653536229,3115.99738067386,3115.98870922713,3115.98049778122,3115.97272398563
4.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3316.60467071453,3254.74679535544,3210.58411685882,3179.52209729835,3157.96988487813,3143.21062640602,3133.23861883055,3126.60063492942,3122.25884233602,3119.4806869105,3117.75431920881,3116.72538103197,3116.15080301206,3115.86549216697,3115.75857259728,3115.75658471726,3115.81169237864,3115.89344743825,3115.98307776885,3116.06955359237,3116.14689164107,3116.21232748353,3116.26508720166,3116.30557156265,3116.33482224407,3116.35418216242,3116.36508302735,3116.36892035002,3116.36698356335,3116.3604230361,3116.35023910435,3116.33728500108,3116.3222767669,3116.30580735507,3116.28836183045,3116.27033232212,3116.25203236482,3116.23370930297,3116.21555582986,3116.19771963132,3116.18031157808,3116.16341263725,3116.14707996455,3116.13135149236,3116.11625008383,3116.10178645589,3116.08796236189,3116.07477216502,3116.06220495078,3116.05024575353,3116.03887677635,3116.02807804892,3116.01782835721,3116.00810573232,3115.99888768573,3115.99015188709,3115.98187612754,3115.9740385058,3115.96661790789
4.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3266.69278700871,3219.19705772745,3185.65915025426,3162.29730888821,3146.23196089905,3135.32682006515,3128.02751950047,3123.22037988107,3120.11697149649,3118.16481031033,3116.98027216372,3116.2994002203,3115.94225574924,3115.78746738782,3115.75418431038,3115.78938488644,3115.85899673404,3115.94172660603,3116.0247959926,3116.1010184021,3116.16680544223,3116.22082317351,3116.26309534061,3116.29441423824,3116.31595915533,3116.32905825343,3116.33504276451,3116.33516495442,3116.33055542816,3116.32220616937,3116.31096916578,3116.2975636287,3116.28258800272,3116.26653419815,3116.24980153296,3116.23271063161,3116.2155159561,3116.19841655605,3116.18156611852,3116.16508095417,3116.14904691359,3116.13352570799,3116.11855931066,3116.10417398839,3116.09038404209,3116.07719386273,3116.06460076724,3116.0525961863,3116.04116741189,3116.03029867752,3116.0199718611,3116.01016763752,3116.00086538402,3115.99204438656,3115.98368349236,3115.97576188512,3115.96825883135,3115.96115433118
