0,9500,19000,28500,38000,47500,57000,66500,76000,85500,95000,104500,114000,123500,133000,142500,152000,161500,171000,180500,190000,199500,209000,218500,228000,237500,247000,256500,266000,275500,285000,294500,304000,313500,323000,332500,342000,351500,361000,370500,380000,389500,399000,408500,418000,427500,437000,446500,456000,465500,475000,484500,494000,503500,513000,522500,532000,541500,551000,560500,570000,579500,589000,598500,608000,617500,627000,636500,646000,655500,665000,674500,684000,693500,703000,712500,722000,731500,741000,750500,760000,769500,779000,788500,798000,807500,817000,826500,836000,845500,855000,864500,874000,883500,893000,902500,912000,921500,931000,940500,950000
0.31,0,0,1.77630726332251,1.73232692478683,1.712229260156,1.70066129726797,1.69317646606599,1.68796240336501,1.68413862439488,1.68122583295857,1.67894105261296,1.67710665588523,1.67560565493906,1.67435794785608,1.67330690425727,1.67241139426344,1.67164085701237,1.67097212617772,1.67038733742399,1.66987250566206,1.66941653101168,1.66901050024173,1.66864717642118,1.6683206268991,1.66802594416062,1.66775903636798,1.66751646640353,1.66729532703379,1.66709314497979,1.66690780064434,1.66673747314992,1.66658058422929,1.66643576378468,1.66630181677148,1.66617769388556,1.66606247303752,1.66595533992087,1.66585557312531,1.66576253063723,1.66567564119395,1.66559439275348,1.66551832720371,1.66544703223824,1.66538013609821,1.66531730346614,1.66525823015134,1.66520264097139,1.66515028488585,1.66510093360163,1.66505437887521,1.66501043021546,1.6649689129553,1.66492966713109,1.66489254566386,1.6648574131595,1.66482414490867,1.6647926256917,1.66476274938279,1.66473441709077,1.66470753796678,1.66468202722908,1.66465780626363,1.66463480204236,1.66461294660272,1.6645921763488,1.66457243238224,1.66455365932055,1.66453580566861,1.66451882306493,1.66450266641172,1.6644872932924,1.66447266390819,1.66445874104552,1.66444548958084,1.66443287660811,1.66442087106278,1.66440944375427,1.66439856726806,1.66438821550489,1.66437836405201,1.66436898978001,1.66436007082286,1.66435158647312,1.66434351730741,1.66433584468778,1.66432855119359,1.66432162012476,1.66431503577188,1.66430878317748,1.6643028482145,1.66429721730904,1.66429187770181,1.66428681723901,1.66428202431039,1.6642774878867,1.66427319751544,1.6642691431741,1.66426531534234,1.66426170494672,1.66425830333148
0.62,0,0,1.72029134463331,1.69935840635547,1.68952154438612,1.68377640382595,1.68003115258369,1.67741120444965,1.67548507685322,1.67401561289759,1.67286189661203,1.67193508263086,1.67117647201442,1.67054578039328,1.67001447852628,1.66956182168343,1.66917237634082,1.66883443900401,1.66853897629356,1.66827891517189,1.66804863883863,1.66784363618344,1.66766024425228,1.66749545930263,1.66734679644264,1.66721218398085,1.66708988183695,1.66697841761016,1.66687653892619,1.6667831734941,1.6666973982386,1.6666184151219,1.66654553033168,1.66647813862537,1.66641570960183,1.66635777653494,1.66630392710971,1.66625379643762,1.6662070600069,1.66616342854522,1.66612264340838,1.66608447273938,1.66604870806227,1.66601516161307,1.66598366382791,1.66595406115312,1.66592621415453,1.66589999630322,1.66587529222719,1.66585199665089,1.6658300134224,1.6658092543229,1.6657896387198,1.6657710921844,1.6657535464819,1.66573693861525,1.66572121052384,1.66570630860537,1.66569218304544,1.66567878796596,1.66566608055052,1.66565402132783,1.66564257336191,1.66563170237039,1.66562137646442,1.66561156578199,1.66560224244852,1.66559338058618,1.66558495585822,1.6655769454365,1.6655693280397,1.66556208361124,1.66555519337697,1.66554863974605,1.66554240612814,1.6655364768304,1.66553083724679,1.66552547352707,1.66552037259014,1.66551552210362,1.66551091045022,1.66550652666915,1.6655023603697,1.66549840170852,1.66549464137025,1.66549107058797,1.66548768100615,1.66548446466854,1.66548141413243,1.66547852221087,1.66547578219519,1.66547318759938,1.66547073236732,1.66546841064829,1.66546621691453,1.66546414591945,1.66546219264516,1.66546035230061,1.66545862033566,1.66545699242171
0.93,0,0,1.70216514472736,1.68842956922912,1.68191879904123,1.67809769610668,1.67560041534685,1.67385099366659,1.67256377840674,1.67158124327024,1.67080958510318,1.67018957174181,1.66968202700851,1.66926004447924,1.66890455809016,1.66860169683233,1.66834113943053,1.66811505506025,1.66791740003073,1.66774343982362,1.6675894160299,1.66745230885448,1.66732966613408,1.667219476789,1.66712007778673,1.66703008211289,1.66694832461705,1.66687381980841,1.66680572900167,1.66674333445943,1.66668601834357,1.66663324644213,1.66658455446811,1.66653953701989,1.66649783898793,1.66645914827034,1.66642318878222,1.66638971631222,1.66635851360096,1.66632938728117,1.66630216416756,1.66627668905792,1.66625282251139,1.66623043890109,1.66620942476829,1.66618967732328,1.66617110337097,1.66615361824001,1.66613714474479,1.66612161249841,1.66610695715006,1.66609311973078,1.66608004625909,1.66606768700383,1.66605599636432,1.6660449321762,1.66603445562041,1.66602453078912,1.66601512451504,1.66600620600651,1.6659977467913,1.66598972029237,1.66598210188625,1.66597486872593,1.66596799943791,1.66596147401502,1.66595527400375,1.6659493819369,1.66594378156254,1.6659384577137,1.6659333960996,1.66592858337793,1.66592400700424,1.66591965515572,1.66591551677111,1.66591158143646,1.66590783931726,1.66590428116692,1.66590089828095,1.66589768242962,1.66589462583307,1.66589172115949,1.66588896148376,1.66588634023321,1.66588385120742,1.66588148850469,1.665879246582,1.66587712014263,1.66587510416164,1.66587319389977,1.66587138483574,1.66586967267283,1.66586805333578,1.66586652294784,1.66586507780698,1.6658637144122,1.66586242941501,1.66586121961765,1.6658600819969,1.66585901364485
1.24,0,0,1.69319840744066,1.68297691415784,1.67811149520883,1.67524908430258,1.67337598139074,1.67206287819635,1.6710962966978,1.67035831232429,1.66977862601612,1.66931281398102,1.66893147854433,1.66861442099262,1.66834732406902,1.66811976925384,1.66792400321564,1.66775414276497,1.66760564663143,1.6674749571399,1.66735924975149,1.66725625521842,1.66716413040113,1.66708136419006,1.66700670648121,1.6669391148316,1.66687771354706,1.6668217621397,1.66677063014896,1.66672377825302,1.6666807419555,1.66664111974437,1.66660456285838,1.66657076651016,1.66653946403892,1.66651042060645,1.66648342899813,1.66645830557485,1.66643488712092,1.66641302828177,1.6663925988639,1.66637348243279,1.66635557416784,1.66633877957834,1.66632301344657,1.66630819855069,1.66629426498129,1.66628114897907,1.66626879263265,1.66625714305866,1.66624615188674,1.66623577486441,1.66622597140075,1.66621670417034,1.66620793889225,1.66619964388867,1.66619179005382,1.66618435036657,1.66617729993027,1.66617061567413,1.66616427608779,1.6661582612805,1.66615255284239,1.66614713348166,1.66614198722319,1.666137099051,1.66613245500195,1.66612804208651,1.6661238480712,1.6661198615555,1.66611607178934,1.66611246876413,1.66610904303935,1.66610578579347,1.666102688707,1.66609974393634,1.66609694410567,1.66609428229126,1.66609175192705,1.6660893468545,1.66608706125133,1.66608488959345,1.66608282668426,1.66608086758481,1.66607900763791,1.66607724244304,1.66607556780556,1.66607397976282,1.66607247455526,1.66607104861428,1.66606969854366,1.6660684211261,1.66606721330107,1.66606607216133,1.66606499492474,1.66606397896565,1.6660630217716,1.66606212094915,1.66606127421453,1.66606047940362
1.55,0,0,1.68784839651983,1.67970912141984,1.67582525608849,1.67353697812063,1.67203843270783,1.67098745569504,1.67021362975926,1.66962272230753,1.66915852038287,1.66878548593542,1.66848009259035,1.66822617238501,1.66801226312067,1.66783002320503,1.66767324353005,1.66753721239663,1.66741829315994,1.66731363637497,1.6672209795259,1.66713850522573,1.66706473695506,1.66699846447804,1.66693868630999,1.6668845676104,1.666835406885,1.66679061094052,1.66674967474739,1.66671216639871,1.66667771385304,1.66664599557287,1.66661673191496,1.66658967909166,1.66656462327178,1.66654137648705,1.66651977266631,1.66649966488755,1.66648092232045,1.66646342856315,1.66644707942214,1.66643178148218,1.66641745087559,1.66640401202906,1.66639139655958,1.66637954270657,1.66636839438389,1.66635790067623,1.66634801508388,1.66633869529884,1.66632990263149,1.66632160157485,1.66631375967078,1.66630634702181,1.66629933614972,1.66629270175806,1.66628642045845,1.66628047065827,1.66627483246101,1.66626948727513,1.66626441800282,1.66625960868719,1.66625504454757,1.66625071176314,1.66624659753066,1.66624268985339,1.66623897758352,1.6662354502522,1.66623209808557,1.66622891195227,1.66622588328296,1.66622300404292,1.66622026667626,1.66621766411374,1.6662151896842,1.66621283713788,1.66621060056405,1.66620847440912,1.66620645343841,1.66620453269704,1.66620270753055,1.66620097352449,1.66619932651071,1.66619776255694,1.66619627791609,1.66619486906648,1.66619353266025,1.66619226552348,1.66619106463779,1.66618992716162,1.66618885036676,1.66618783168197,1.66618686865459,1.66618595896313,1.66618510038115,1.66618429080415,1.66618352822625,1.66618281072174,1.66618213647758,1.66618150374757
1.86,0,0,1.68429404473058,1.67753218194781,1.67430033204714,1.67239435393279,1.67114553277867,1.67026944452059,1.66962427858854,1.66913156729309,1.66874448091794,1.66843340479802,1.66817872974357,1.66796697740257,1.6677885910133,1.66763661524122,1.66750587285621,1.66739243426226,1.66729326707328,1.66720599449659,1.6671287301243,1.6670599577222,1.66699844631469,1.66694318615981,1.66689334226013,1.66684821808361,1.66680722881309,1.6667698794407,1.66673574912811,1.66670447735452,1.66667575388702,1.66664931053377,1.66662491413559,1.66660236136965,1.66658147388889,1.66656209493381,1.66654408599572,1.66652732447168,1.66651170140035,1.66649711959881,1.66648349215682,1.66647074129694,1.66645879697674,1.66644759616247,1.66643708188468,1.66642720261081,1.66641791160948,1.66640916634236,1.66640092808727,1.66639316157457,1.6663858345153,1.66637891733439,1.66637238289401,1.66636620635301,1.66636036473268,1.66635483699019,1.66634960355612,1.66634464654478,1.66633994922021,1.66633549616741,1.66633127313105,1.6663272667807,1.6663234647979,1.66631985568409,1.66631642872038,1.66631317394052,1.6663100820285,1.66630714426046,1.66630435251017,1.66630169913714,1.66629917700635,1.66629677940423,1.66629450007415,1.66629233307955,1.66629027288337,1.66628831426332,1.66628645228615,1.66628468234586,1.66628300005185,1.66628140129294,1.66627988217263,1.66627843903081,1.66627706837526,1.66627576693131,1.66627453158719,1.66627335939927,1.66627224757483,1.66627119346479,1.66627019456969,1.66626924849715,1.66626835299229,1.66626750590541,1.66626670519072,1.66626594891387,1.66626523522049,1.66626456235432,1.6662639286431,1.66626333249033,1.66626277237395,1.66626224684574
2.17,0,0,1.68176119784431,1.67597800783058,1.67321072794254,1.67157759804057,1.67050716019758,1.66975606047968,1.66920287053919,1.66878036975724,1.66844842763013,1.6681816598009,1.66796325627395,1.6677816609916,1.66762867967734,1.66749834789788,1.66738622609297,1.66728894459774,1.66720390247792,1.66712906180959,1.66706280428931,1.66700382977908,1.66695108241098,1.66690369635708,1.6668609553924,1.66682226218051,1.66678711498153,1.66675508952015,1.6667258246079,1.66669901109002,1.66667438300052,1.66665171031421,1.6666307930663,1.66661145673748,1.66659354855522,1.66657693392902,1.66656149416578,1.66654712413734,1.66653373031382,1.66652122939181,1.66650954686297,1.66649861595086,1.66648837664494,1.66647877489058,1.66646976182653,1.66646129324289,1.66645332906934,1.66644583280836,1.66643877133358,1.66643211431707,1.66642583408838,1.66641990528007,1.66641430466089,1.66640901087954,1.66640400428296,1.66639926677197,1.66639478161982,1.66639053342151,1.66638650789072,1.66638269178861,1.66637907286388,1.66637563972925,1.66637238180263,1.66636928920266,1.66636635279488,1.66636356396685,1.66636091477516,1.66635839773731,1.6663560058541,1.66635373260456,1.66635157186295,1.66634951788233,1.66634756526486,1.66634570896503,1.66634394420355,1.66634226651109,1.6663406716735,1.66633915570856,1.6663377148877,1.66633634566231,1.66633504470646,1.66633380886745,1.66633263516829,1.66633152078367,1.6663304630608,1.66632945946268,1.66632850760589,1.66632760522004,1.66632675014544,1.66632594035407,1.66632517390082,1.6663244489397,1.66632376372514,1.66632311659565,1.66632250596071,1.66632193031511,1.66632138822147,1.66632087831716,1.66632039929597,1.66631994991282
2.48,0,0,1.67986480645177,1.67481280435849,1.67239332267661,1.67096470587769,1.6700280604946,1.66937073819735,1.66888657207311,1.66851676791463,1.66822621756107,1.66799270990527,1.66780153410935,1.66764257701215,1.66750866669761,1.66739458263861,1.6672964387344,1.66721128566161,1.66713684651544,1.66707133739024,1.66701334175628,1.66696172156345,1.66691555238111,1.6668740763711,1.66683666642842,1.66680279972922,1.6667720371135,1.66674400711529,1.66671839352011,1.66669492575785,1.66667337099533,1.66665352780063,1.66663522119051,1.66661829843147,1.66660262568649,1.66658808527647,1.66657457317786,1.6665619974025,1.6665502761021,1.66653933632313,1.66652911289426,1.66651954729694,1.66651058706431,1.66650218485125,1.66649429787699,1.66648688745721,1.66647991848677,1.66647335909875,1.66646718020656,1.66646135532233,1.66645586019298,1.66645067264704,1.66644577232666,1.66644114054899,1.66643676009715,1.66643261513212,1.66642869104849,1.66642497433236,1.66642145249106,1.66641811392029,1.66641494791392,1.66641194450068,1.66640909441346,1.6664063890109,1.66640382029133,1.66640138073764,1.66639906335962,1.66639686163355,1.66639476943041,1.66639278105097,1.66639089111389,1.66638909460141,1.66638738679727,1.66638576325769,1.66638421983608,1.66638275259713,1.66638135786491,1.6663800321481,1.66637877217776,1.66637757485341,1.6663764372737,1.66637535666525,1.66637433043246,1.66637335610012,1.66637243134046,1.66637155394381,1.66637072181649,1.66636993297272,1.66636918552776,1.666368477701,1.6663678077899,1.66636717418448,1.6663665753543,1.66636600984205,1.66636547626164,1.66636497329315,1.66636449967871,1.66636405422597,1.66636363578992,1.66636324328439
2.79,0,0,1.67839174906623,1.67390678844889,1.67175744365074,1.67048781931199,1.66965523717006,1.6690708749957,1.66864041894238,1.66831162384271,1.66805328698193,1.66784566521757,1.66767568097049,1.66753434349591,1.66741527619204,1.66731383793519,1.66722657324347,1.66715085948456,1.66708467253325,1.66702642594099,1.6669748602988,1.66692896357956,1.66688791375358,1.66685103703599,1.66681777579107,1.66678766509813,1.66676031442882,1.66673539352984,1.66671262117234,1.66669175687623,1.66667259345102,1.66665495191513,1.66663867662299,1.66662363175225,1.66660969831808,1.66659677168202,1.6665847593271,1.66657357950403,1.66656315938879,1.6665534341506,1.66654434579082,1.66653584233631,1.66652787711018,1.66652040797439,1.66651339696563,1.66650680965052,1.6665006148105,1.66649478411728,1.6664892917123,1.66648411404222,1.66647922954728,1.66647461849718,1.66647026280757,1.6664661458625,1.66646225235637,1.66645856822125,1.66645508043608,1.6664517769908,1.66644864680558,1.66644567955986,1.66644286571629,1.66644019641572,1.66643766342367,1.66643525905251,1.66643297618065,1.66643080815388,1.66642874872002,1.66642679210415,1.66642493285964,1.66642316589231,1.66642148645267,1.66641989005306,1.66641837250882,1.66641692987964,1.66641555846153,1.66641425476162,1.6664130155166,1.66641183761955,1.66641071816503,1.66640965440284,1.66640864374097,1.66640768372541,1.66640677203888,1.66640590648555,1.66640508499991,1.66640430561019,1.66640356645731,1.66640286577865,1.6664022018996,1.66640157323254,1.66640097826807,1.66640041557473,1.66639988378675,1.66639938161478,1.66639890782129,1.66639846123654,1.66639804074419,1.66639764527973,1.66639727382863,1.66639692542413
3.1,0,0,1.6772145019328,1.67318213531294,1.67124866548989,1.67010618881132,1.66935685889182,1.66883087879143,1.6684434059293,1.66814743292272,1.66791487937542,1.66772797686001,1.66757495488346,1.66744772068299,1.66734053438195,1.66724921807059,1.66717066123424,1.66710250312287,1.66704292129083,1.66699048765856,1.66694406854691,1.66690275272102,1.6668658003425,1.66683260464687,1.66680266379196,1.66677555914073,1.66675093917539,1.66672850645457,1.66670800801206,1.6666892271738,1.66667197749352,1.66665609788698,1.66664144810652,1.66662790601402,1.66661536442409,1.66660372910324,1.66659291684993,1.66658285401215,1.66657347507251,1.66656472161568,1.66655654149846,1.66654888788706,1.66654171875388,1.66653499619763,1.66652868601654,1.66652275724514,1.66651718176473,1.66651193403837,1.66650699084148,1.66650233093462,1.66649793493465,1.66649378505932,1.66648986505553,1.66648615994017,1.66648265595736,1.66647934041487,1.66647620161882,1.66647322875613,1.66647041183244,1.66646774157614,1.66646520940466,1.66646280731779,1.66646052791774,1.66645836430141,1.66645631004401,1.66645435914316,1.66645250600531,1.66645074538566,1.66644907241298,1.66644748249565,1.66644597136149,1.66644453496498,1.66644316953492,1.66644187153917,1.66644063762671,1.66643946467943,1.66643834972701,1.66643728999551,1.66643628286358,1.6664353258562,1.66643441663642,1.66643355299707,1.6664327328547,1.6664319542346,1.66643121527154,1.66643051419516,1.66642984933257,1.66642921909478,1.66642862197465,1.66642805654466,1.66642752144271,1.66642701538552,1.66642653714492,1.6664260855514,1.66642565949997,1.66642525793633,1.66642487985099,1.66642452428881,1.6664241903375,1.66642387712598
