0,0.31,0.62,0.93,1.24,1.55,1.86,2.17,2.48,2.79,3.1,3.41,3.72,4.03,4.34,4.65,4.96,5.27,5.58,5.89,6.2,6.51,6.82,7.13,7.44,7.75,8.06,8.37,8.68,8.99,9.3,9.61,9.92,10.23,10.54,10.85,11.16,11.47,11.78,12.09,12.4,12.71,13.02,13.33,13.64,13.95,14.26,14.57,14.88,15.19,15.5,15.81,16.12,16.43,16.74,17.05,17.36,17.67,17.98,18.29,18.6,18.91,19.22,19.53,19.84,20.15,20.46,20.77,21.08,21.39,21.7,22.01,22.32,22.63,22.94,23.25,23.56,23.87,24.18,24.49,24.8,25.11,25.42,25.73,26.04,26.35,26.66,26.97,27.28,27.59,27.9,28.21,28.52,28.83,29.14,29.45,29.76,30.07,30.38,30.69,31
20000,5990.48476086796,5319.71725244823,5247.82745880393,5224.48081236843,5213.4659428046,5207.31194642336,5203.51645703865,5201.01377927078,5199.28055885932,5198.03382893207,5197.1094076425,5196.40668370281,5195.86123517802,5195.4302912985,5195.08457712996,5194.80352617707,5194.57236018581,5194.38024833374,5194.21911319777,5194.08283656986,5193.96671934601,5193.86710684105,5193.78112418273,5193.70648640556,5193.64136014342,5193.58426154373,5193.5339799866,5193.48952043873,5193.45005943287,5193.41491112595,5193.38350089222,5193.35534460612,5193.33003226156,5193.30721492474,5193.28659427076,5193.26791413792,5193.2509536692,5193.23552171055,5193.22145221098,5193.20860042572,5193.19683976715,5193.18605918075,5193.17616094904,5193.16705884606,5193.15867658006,5193.15094647466,5193.14380834768,5193.13720855487,5193.13109917149,5193.1254372897,5193.12018441344,5193.11530593587,5193.1107706868,5193.10655053956,5193.10262006885,5193.09895625199,5193.09553820752,5193.09234696605,5193.08936526878,5193.08657739,5193.08396898047,5193.08152692891,5193.07923923917,5193.07709492126,5193.07508389435,5193.07319690046,5193.07142542724,5193.0697616391,5193.06819831547,5193.06672879539,5193.06534692779,5193.06404702679,5193.06282383132,5193.06167246882,5193.06058842238,5193.05956750103,5193.05860581282,5193.05769974045,5193.05684591911,5193.05604121633,5193.0552827137,5193.05456769014,5193.05389360668,5193.0532580926,5193.05265893269,5193.05209405565,5193.05156152343,5193.0510595215,5193.05058634988,5193.05014041494,5193.04972022184,5193.04932436755,5193.0489515345,5193.04860048465,5193.04827005406,5193.04795914787,5193.04766673566,5193.04739184715,5193.04713356826,5193.04689103742
40000,5445.89048261382,5255.82539941019,5221.52936070546,5208.95495188963,5203.00276868554,5199.75119531008,5197.79934280466,5196.54607747516,5195.69953270205,5195.10462751687,5194.67305902416,5194.35170797528,5194.10715687763,5193.91758512211,5193.76828890686,5193.64908923125,5193.55277283425,5193.47412246135,5193.40929579415,5193.35541731127,5193.31030388196,5193.27227646955,5193.24002853067,5193.21253250098,5193.18897233586,5193.16869417292,5193.15116979036,5193.13596922734,5193.12274004833,5193.11119148308,5193.10108218381,5193.09221069323,5193.0844079639,5193.07753144322,5193.07146036375,5193.06609196829,5193.0613384656,5193.05712456082,5193.0533854412,5193.05006512445,5193.04711509789,5193.0444931918,5193.04216264265,5193.04009131077,5193.03825102451,5193.03661702819,5193.03516751585,5193.03388323594,5193.03274715517,5193.03174417168,5193.03086086953,5193.03008530802,5193.0294068403,5193.02881595683,5193.02830414992,5193.02786379621,5193.02748805451,5193.02717077667,5193.02690642987,5193.02669002842,5193.02651707409,5193.02638350356,5193.02628564218,5193.02622016316,5193.02618405151,5193.02617457212,5193.02618924142,5193.02622580224,5193.0262822014,5193.02635656977,5193.0264472045,5193.02655255305,5193.02667119904,5193.02680184938,5193.02694332291,5193.0270945401,5193.02725451377,5193.02742234075,5193.02759719442,5193.02777831789,5193.02796501787,5193.02815665914,5193.02835265954,5193.02855248537,5193.02875564735,5193.02896169678,5193.02917022218,5193.0293808462,5193.02959322275,5193.02980703449,5193.03002199042,5193.03023782379,5193.0304542901,5193.03067116536,5193.0308882444,5193.0311053394,5193.03132227853,5193.03153890468,5193.03175507428,5193.03197065628
60000,5357.30486949507,5235.71440774875,5211.70036491887,5203.09553978367,5199.1325852393,5197.01989500799,5195.77890932284,5194.99771594954,5194.47975548952,5194.12218743953,5193.8672626777,5193.68068009054,5193.54111322854,5193.43478964476,5193.35252571006,5193.28802756844,5193.23687835549,5193.19591357276,5193.16282424794,5193.1358981444,5193.11384704545,5193.09568907808,5193.08066703488,5193.06819072362,5193.05779565223,5193.0491130068,5193.04184755694,5193.03576120442,5193.03066060101,5193.02638773607,5193.02281271506,5193.01982817129,5193.0173449069,5193.01528846702,5193.0135964285,5193.01221624004,5193.01110349096,5193.01022051528,5193.00953526034,5193.00902036469,5193.00865240309,5193.00841126545,5193.00827964364,5193.00824260567,5193.008287241,5193.00840236401,5193.00857826511,5193.00880650123,5193.00907971881,5193.0093915038,5193.00973625423,5193.01010907156,5193.01050566781,5193.01092228608,5193.01135563219,5193.01180281586,5193.01226129999,5193.01272885673,5193.01320352946,5193.01368359979,5193.01416755879,5193.01465408199,5193.01514200748,5193.01563031684,5193.01611811834,5193.0166046323,5193.01708917817,5193.01757116313,5193.01805007217,5193.01852545919,5193.01899693924,5193.01946418164,5193.01992690385,5193.02038486609,5193.02083786653,5193.02128573703,5193.02172833938,5193.02216556191,5193.0225973165,5193.02302353593,5193.02344417149,5193.02385919085,5193.02426857617,5193.02467232242,5193.02507043588,5193.02546293276,5193.02584983802,5193.02623118427,5193.02660701084,5193.02697736287,5193.02734229057,5193.02770184853,5193.02805609509,5193.02840509179,5193.02874890286,5193.02908759482,5193.02942123605,5193.02974989644,5193.03007364709,5193.03039256003
80000,5318.30556193661,5224.80525378808,5206.43966581458,5200.03433917381,5197.15120240058,5195.64450573878,5194.77550515238,5194.23794081942,5193.88758625478,5193.64986632024,5193.48335464039,5193.3636935961,5193.27588484754,5193.21033281212,5193.16069734782,5193.12267242555,5193.0932632251,5193.07034330068,5193.05237507821,5193.03822874712,5193.02706214606,5193.01823943073,5193.011274967,5193.00579396977,5193.00150446588,5192.99817704402,5192.99563004235,5192.99371858664,5192.99232639073,5192.99135956207,5192.99074187911,5192.99041115996,5192.99031644804,5192.99041581474,5192.990674632,5192.99106420547,5192.99156068651,5192.99214420116,5192.99279814913,5192.99350863681,5192.99426401642,5192.99505450987,5192.99587190043,5192.99670927895,5192.99756083424,5192.99842167935,5192.99928770696,5193.0001554689,5193.00102207516,5193.00188510925,5193.00274255698,5193.00359274629,5193.00443429654,5193.00526607538,5193.00608716225,5193.00689681726,5193.00769445471,5193.00847962044,5193.00925197252,5193.01001126468,5193.01075733212,5193.01149007929,5193.01220946948,5193.01291551577,5193.01360827332,5193.01428783264,5193.01495431392,5193.01560786199,5193.01624864214,5193.01687683635,5193.01749264015,5193.01809625993,5193.0186879105,5193.01926781312,5193.01983619376,5193.02039328158,5193.02093930766,5193.02147450389,5193.02199910208,5193.02251333312,5193.02301742632,5193.02351160887,5193.02399610532,5193.02447113724,5193.02493692284,5193.02539367675,5193.02584160977,5193.02628092874,5193.02671183638,5193.0271345312,5193.02754920746,5193.02795605509,5193.02835525971,5193.02874700259,5193.0291314607,5193.02950880673,5193.02987920911,5193.03024283207,5193.03059983572,5193.03095037609
100000,5294.55245827514,5217.89179924316,5203.184373834,5198.17596753814,5195.96592775093,5194.83153952356,5194.18847421266,5193.79749753607,5193.54718359089,5193.38049812384,5193.26606039793,5193.18558906716,5193.1279289053,5193.08600710353,5193.05519251297,5193.03236849034,5193.01538757942,5193.00273952998,5192.99334304425,5192.98641165657,5192.98136532299,5192.97777092172,5192.97530145976,5192.97370763257,5192.97279769354,5192.97242300761,5192.97246755309,5192.97284020434,5192.97346899842,5192.97429683418,5192.97527821669,5192.97637677252,5192.9775633387,5192.97881448228,5192.98011134607,5192.98143874289,5192.98278444095,5192.98413859683,5192.98549330353,5192.9868422284,5192.98818032192,5192.98950358251,5192.99080886589,5192.99209373001,5192.9933563085,5192.99459520716,5192.995809419,5192.99699825436,5192.99816128335,5192.99929828824,5193.00040922421,5193.00149418669,5193.00255338437,5193.00358711678,5193.00459575567,5193.00557972951,5193.00653951068,5193.00747560474,5193.00838854166,5193.00927886842,5193.01014714296,5193.0109939292,5193.01181979291,5193.01262529835,5193.01341100553,5193.01417746797,5193.01492523097,5193.01565483015,5193.01636679037,5193.01706162492,5193.01773983482,5193.01840190847,5193.01904832127,5193.0196795355,5193.02029600024,5193.02089815139,5193.02148641177,5193.02206119123,5193.0226228869,5193.02317188335,5193.0237085529,5193.02423325587,5193.02474634089,5193.02524814522,5193.02573899502,5193.02621920572,5193.02668908231,5193.0271489197,5193.02759900299,5193.02803960783,5193.02847100072,5193.02889343932,5193.02930717273,5193.02971244183,5193.03010947953,5193.03049851103,5193.03087975415,5193.03125341956,5193.03161971104,5193.03197882572
120000,5278.07563427336,5213.12705577804,5200.9873110584,5196.9404122646,5195.18698950774,5194.30244105775,5193.80968977746,5193.51553788694,5193.33089139984,5193.21057327613,5193.12995269007,5193.07480995126,5193.0365470258,5193.00976287871,5192.99095464462,5192.97778821956,5192.96867187384,5192.96249826059,5192.95848357071,5192.95606458819,5192.95483125844,5192.95448159951,5192.95479099241,5192.95559091583,5192.95675399908,5192.95818337284,5192.9598049879,5192.96156201227,5192.96341070222,5192.96531733078,5192.96725588317,5192.96920631407,5192.97115322005,5192.97308482159,5192.97499217784,5192.97686857734,5192.97870906305,5192.98051006024,5192.98226908383,5192.98398450739,5192.98565538008,5192.98728128126,5192.98886220478,5192.99039846657,5192.99189063083,5192.99333945101,5192.9947458225,5192.99611074482,5192.99743529138,5192.9987205853,5192.99996778012,5193.00117804456,5193.00235255035,5193.00349246281,5193.00459893335,5193.00567309385,5193.00671605226,5193.00772888939,5193.0087126566,5193.00966837421,5193.01059703044,5193.01149958089,5193.01237694836,5193.01323002296,5193.01405966246,5193.01486669282,5193.01565190885,5193.01641607497,5193.01715992611,5193.01788416853,5193.01858948083,5193.01927651484,5193.01994589664,5193.02059822748,5193.02123408476,5193.02185402296,5193.02245857456,5193.02304825093,5193.02362354322,5193.02418492317,5193.02473284396,5193.02526774101,5193.0257900327,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
140000,5265.84606744167,5209.65570309865,5199.41452250104,5196.06682550063,5194.6416376597,5193.93513627098,5193.54875947463,5193.32272148614,5193.18402673783,5193.09599834117,5193.03882153504,5193.00116270079,5192.97623418028,5192.95981452385,5192.94919451614,5192.94258891695,5192.93879471773,5192.93698566714,5192.93658499236,5192.93718447611,5192.93849181166,5192.9402956499,5192.94244196825,5192.94481783255,5192.94734007519,5192.94994729663,5192.95259414744,5192.95524719665,5192.95788191712,5192.96048046684,5192.96303004285,5192.96552165149,5192.96794918367,5192.97030871576,5192.97259797822,5192.97481595022,5192.97696254906,5192.97903839173,5192.98104461126,5192.98298271522,5192.98485447656,5192.98666184945,5192.98840690446,5192.99009177885,5192.9917186385,5192.99328964902,5192.99480695402,5192.9962726589,5192.99768881909,5192.9990574316,5193.00038042929,5193.0016596772,5193.00289697047,5193.00409403349,5193.00525252001,5193.00637401394,5193.00746003072,5193.00851201907,5193.00953136295,5193.01051938387,5193.01147734312,5193.01240644425,5193.01330783546,5193.01418261201,5193.01503181863,5193.01585645185,5193.01665746227,5193.01743575679,5193.01819220065,5193.01892761957,5193.01964280169,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
160000,5256.37453090525,5207.02291001063,5198.239390639,5195.42105577466,5194.24201251249,5193.66806405232,5193.36040903145,5193.18451637845,5193.0794919822,5193.01501961879,5192.97487428701,5192.9498661119,5192.93454794612,5192.92556925249,5192.92080520268,5192.91887366992,5192.91885644764,5192.92013275143,5192.92227679918,5192.92499316458,5192.92807504014,5192.93137674801,5192.93479531215,5192.9382579093,5192.94171320297,5192.94512528402,5192.94846938649,5192.95172882874,5192.95489281032,5192.95795481314,5192.96091143359,5192.96376152458,5192.96650556254,5192.96914517864,5192.97168281093,5192.97412144574,5192.97646442561,5192.97871530679,5192.98087775398,5192.98295546297,5192.98495210432,5192.98687128305,5192.98871651017,5192.99049118333,5192.99219857427,5192.99384182138,5192.99542392603,5192.9969477518,5192.99841602569,5192.99983134091,5193.00119616062,5193.00251282252,5193.00378354377,5193.00501042625,5193.00619546196,5193.00734053839,5193.00844744385,5193.0095178727,5193.0105534304,5193.01155563837,5193.0125259386,5193.01346569823,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
180000,5248.81515601502,5204.96392860035,5197.33229613967,5194.92731797307,5193.93891793091,5193.4669874283,5193.21959840347,5193.08191378451,5193.00243273279,5192.95575705269,5192.92842791528,5192.91290233316,5192.90476010864,5192.90131616701,5192.90089111306,5192.90240936223,5192.90516879299,5192.90870417144,5192.91270377992,5192.91695722021,5192.92132200567,5192.92570176179,5192.93003175844,5192.93426916422,5192.93838639562,5192.94236652661,5192.94620008918,5192.94988282484,5192.95341409367,5192.95679574247,5192.9600312965,5192.96312538088,5192.96608330639,5192.96891077329,5192.97161366064,5192.9741978775,5192.97666925914,5192.97903349614,5192.98129608733,5192.98346231016,5192.98553720365,5192.98752556042,5192.9894319252,5192.99126059797,5192.99301564015,5192.99470088296,5192.99631993716,5192.99787620346,5192.99937288338,5193.0008129902,5193.00219935967,5193.00353466059,5193.00482140493,5193.00606195734,5193.00725854461,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
